prizeplank,1.0,1.0
instagc,0.9087267764584803,0.9258999824523926
Central Time (US & Canada),0.0,0.0
bitcoinget,0.9577189381725452,0.9614999890327454
tremorgames,0.8287880275190661,0.8108000159263611
coinworker,0.8390873444910875,0.8571000099182129
neodev,0.8399489968588496,0.8378000259399414
zoombucks,0.9283200393556309,0.9189000129699707
cotter,0.9189000129699707,0.9189000129699707
surveymad,0.8474142721721104,0.8181999921798706
tasks4dollars,0.8106617664589602,0.8125
globalactioncash,0.800000011920929,0.800000011920929
vivatic,0.8378000259399414,0.8378000259399414
rewards1,0.875,0.875
getpaid,0.9234712891930702,0.875
clixsense,0.8446556424767061,0.8500000238418579
prodege,0.8891233784772626,0.8648999929428101
Eastern Time (US & Canada),0.0,0.0
diamondtask,0.699999988079071,0.699999988079071
gifthunterclub,0.8556493424282746,0.875
prizerebel,0.945900022983551,0.945900022983551
eup_slw,0.699999988079071,0.699999988079071
memolink,0.965499997138977,0.965499997138977
task_ph,0.8648999929428101,0.8648999929428101
sharecashgpt,0.9189000129699707,0.9189000129699707
elite,0.867682887159385,0.8571000099182129
"Rossford, Ohio",0.0,0.0
Atlantic Time (Canada),0.0,0.0
London,0.0,0.0
keeprewarding,0.8666999936103821,0.8666999936103821
inboxpounds,0.9375,0.9375
